,Generations,Solution_Count
0,0.0,0
1,435.0,1
2,437.0,2
3,481.0,3
4,607.0,4
5,634.0,5
6,653.0,6
7,656.0,7
8,806.0,8
9,822.0,9
10,886.0,10
11,896.0,11
12,898.0,12
13,905.0,13
14,937.0,14
15,947.0,15
16,972.0,16
17,1000.0,17
18,1000.0,17
