,Generations,Solution_Count
0,0.0,0
1,239.0,1
2,254.0,2
3,494.0,3
4,500.0,4
5,507.0,5
6,561.0,6
7,577.0,7
8,607.0,8
9,610.0,9
10,643.0,10
11,668.0,11
12,724.0,12
13,803.0,13
14,826.0,14
15,829.0,15
16,842.0,16
17,863.0,17
18,897.0,18
19,956.0,19
20,960.0,20
21,965.0,21
22,974.0,22
23,991.0,23
24,996.0,24
25,1000.0,24
