,Generations,Solution_Count
0,0.0,0
1,160.0,1
2,181.0,2
3,190.0,3
4,361.0,4
5,406.0,5
6,428.0,6
7,487.0,7
8,514.0,8
9,532.0,9
10,630.0,10
11,689.0,11
12,698.0,12
13,700.0,13
14,730.0,14
15,732.0,15
16,778.0,16
17,811.0,17
18,834.0,18
19,931.0,19
20,932.0,20
21,938.0,21
22,939.0,22
23,950.0,23
24,951.0,24
25,985.0,25
26,990.0,26
27,994.0,27
28,995.0,28
29,998.0,29
30,1000.0,29
