,Generations,Solution_Count
0,0.0,0
1,572.0,1
2,707.0,2
3,817.0,3
4,830.0,4
5,895.0,5
6,967.0,6
7,972.0,7
8,985.0,8
9,990.0,9
10,1000.0,10
11,1000.0,10
