,Generations,Solution_Count
0,0.0,0
1,208.0,1
2,283.0,2
3,312.0,3
4,370.0,4
5,435.0,5
6,443.0,6
7,487.0,7
8,510.0,8
9,524.0,9
10,587.0,10
11,623.0,11
12,661.0,12
13,675.0,13
14,713.0,14
15,741.0,15
16,757.0,16
17,768.0,17
18,768.0,18
19,769.0,19
20,771.0,20
21,773.0,21
22,783.0,22
23,788.0,23
24,790.0,24
25,807.0,25
26,809.0,26
27,815.0,27
28,849.0,28
29,853.0,29
30,877.0,30
31,880.0,31
32,957.0,32
33,960.0,33
34,982.0,34
35,1000.0,34
