,Generations,Solution_Count
0,0.0,0
1,81.0,1
2,143.0,2
3,216.0,3
4,247.0,4
5,330.0,5
6,349.0,6
7,376.0,7
8,377.0,8
9,387.0,9
10,428.0,10
11,438.0,11
12,456.0,12
13,471.0,13
14,507.0,14
15,554.0,15
16,570.0,16
17,590.0,17
18,620.0,18
19,681.0,19
20,683.0,20
21,694.0,21
22,745.0,22
23,750.0,23
24,773.0,24
25,794.0,25
26,799.0,26
27,824.0,27
28,825.0,28
29,829.0,29
30,836.0,30
31,844.0,31
32,875.0,32
33,888.0,33
34,906.0,34
35,911.0,35
36,956.0,36
37,992.0,37
38,993.0,38
39,1000.0,38
