,Generations,Solution_Count
0,0.0,0
1,340.0,1
2,405.0,2
3,649.0,3
4,735.0,4
5,740.0,5
6,841.0,6
7,918.0,7
8,960.0,8
9,963.0,9
10,973.0,10
11,975.0,11
12,978.0,12
13,989.0,13
14,990.0,14
15,997.0,15
16,1000.0,15
