,Generations,Solution_Count
0,0.0,0
1,188.0,1
2,206.0,2
3,237.0,3
4,319.0,4
5,416.0,5
6,484.0,6
7,524.0,7
8,566.0,8
9,582.0,9
10,647.0,10
11,647.0,11
12,681.0,12
13,683.0,13
14,690.0,14
15,713.0,15
16,807.0,16
17,822.0,17
18,849.0,18
19,871.0,19
20,881.0,20
21,894.0,21
22,905.0,22
23,939.0,23
24,972.0,24
25,1000.0,24
