,Generations,Solution_Count
0,0.0,0
1,227.0,1
2,353.0,2
3,379.0,3
4,381.0,4
5,472.0,5
6,493.0,6
7,495.0,7
8,503.0,8
9,543.0,9
10,559.0,10
11,578.0,11
12,582.0,12
13,598.0,13
14,636.0,14
15,715.0,15
16,738.0,16
17,781.0,17
18,782.0,18
19,795.0,19
20,914.0,20
21,928.0,21
22,937.0,22
23,945.0,23
24,982.0,24
25,999.0,25
26,1000.0,25
