,Generations,Solution_Count
0,0.0,0
1,511.0,1
2,582.0,2
3,680.0,3
4,696.0,4
5,739.0,5
6,744.0,6
7,793.0,7
8,831.0,8
9,935.0,9
10,978.0,10
11,1000.0,11
12,1000.0,11
