,Generations,Solution_Count
0,0.0,0
1,428.0,1
2,498.0,2
3,547.0,3
4,672.0,4
5,707.0,5
6,765.0,6
7,794.0,7
8,804.0,8
9,828.0,9
10,844.0,10
11,883.0,11
12,887.0,12
13,906.0,13
14,964.0,14
15,999.0,15
16,1000.0,15
