,Generations,Solution_Count
0,0.0,0
1,699.0,1
2,756.0,2
3,830.0,3
4,881.0,4
5,938.0,5
6,944.0,6
7,951.0,7
8,990.0,8
9,992.0,9
10,1000.0,9
