,Generations,Solution_Count
0,0.0,0
1,172.0,1
2,266.0,2
3,362.0,3
4,383.0,4
5,448.0,5
6,451.0,6
7,451.0,7
8,465.0,8
9,490.0,9
10,492.0,10
11,519.0,11
12,553.0,12
13,567.0,13
14,577.0,14
15,668.0,15
16,681.0,16
17,715.0,17
18,748.0,18
19,753.0,19
20,755.0,20
21,783.0,21
22,797.0,22
23,804.0,23
24,809.0,24
25,843.0,25
26,855.0,26
27,892.0,27
28,894.0,28
29,912.0,29
30,918.0,30
31,925.0,31
32,957.0,32
33,979.0,33
34,993.0,34
35,994.0,35
36,1000.0,36
37,1000.0,36
