,Generations,Solution_Count
0,0.0,0
1,175.0,1
2,266.0,2
3,323.0,3
4,358.0,4
5,359.0,5
6,448.0,6
7,475.0,7
8,511.0,8
9,515.0,9
10,604.0,10
11,614.0,11
12,621.0,12
13,657.0,13
14,662.0,14
15,678.0,15
16,680.0,16
17,682.0,17
18,698.0,18
19,732.0,19
20,756.0,20
21,758.0,21
22,778.0,22
23,805.0,23
24,851.0,24
25,891.0,25
26,894.0,26
27,894.0,27
28,907.0,28
29,921.0,29
30,928.0,30
31,928.0,31
32,932.0,32
33,932.0,33
34,948.0,34
35,950.0,35
36,980.0,36
37,980.0,37
38,983.0,38
39,987.0,39
40,1000.0,39
