,Generations,Solution_Count
0,0.0,0
1,465.0,1
2,502.0,2
3,508.0,3
4,551.0,4
5,568.0,5
6,645.0,6
7,706.0,7
8,754.0,8
9,818.0,9
10,871.0,10
11,886.0,11
12,905.0,12
13,982.0,13
14,988.0,14
15,995.0,15
16,1000.0,15
