,Generations,Solution_Count
0,0.0,0
1,255.0,1
2,262.0,2
3,271.0,3
4,324.0,4
5,329.0,5
6,339.0,6
7,374.0,7
8,392.0,8
9,398.0,9
10,439.0,10
11,462.0,11
12,468.0,12
13,477.0,13
14,531.0,14
15,534.0,15
16,536.0,16
17,600.0,17
18,613.0,18
19,615.0,19
20,622.0,20
21,642.0,21
22,656.0,22
23,658.0,23
24,662.0,24
25,683.0,25
26,692.0,26
27,772.0,27
28,784.0,28
29,800.0,29
30,807.0,30
31,811.0,31
32,829.0,32
33,872.0,33
34,877.0,34
35,919.0,35
36,930.0,36
37,939.0,37
38,957.0,38
39,975.0,39
40,1000.0,39
