,Generations,Solution_Count
0,0.0,0
1,128.0,1
2,163.0,2
3,208.0,3
4,223.0,4
5,230.0,5
6,249.0,6
7,272.0,7
8,283.0,8
9,358.0,9
10,387.0,10
11,389.0,11
12,407.0,12
13,477.0,13
14,502.0,14
15,511.0,15
16,606.0,16
17,606.0,17
18,613.0,18
19,622.0,19
20,726.0,20
21,752.0,21
22,1000.0,21
