,Generations,Solution_Count
0,0.0,0
1,80.0,1
2,183.0,2
3,254.0,3
4,319.0,4
5,319.0,5
6,359.0,6
7,396.0,7
8,409.0,8
9,499.0,9
10,515.0,10
11,527.0,11
12,538.0,12
13,568.0,13
14,581.0,14
15,653.0,15
16,671.0,16
17,684.0,17
18,705.0,18
19,742.0,19
20,747.0,20
21,765.0,21
22,780.0,22
23,783.0,23
24,785.0,24
25,816.0,25
26,860.0,26
27,861.0,27
28,883.0,28
29,896.0,29
30,923.0,30
31,932.0,31
32,954.0,32
33,965.0,33
34,970.0,34
35,989.0,35
36,995.0,36
37,998.0,37
38,1000.0,37
