,Generations,Solution_Count
0,0.0,0
1,464.0,1
2,524.0,2
3,542.0,3
4,578.0,4
5,711.0,5
6,732.0,6
7,807.0,7
8,815.0,8
9,830.0,9
10,840.0,10
11,904.0,11
12,927.0,12
13,946.0,13
14,963.0,14
15,965.0,15
16,965.0,16
17,967.0,17
18,968.0,18
19,1000.0,18
