,Generations,Solution_Count
0,0.0,0
1,122.0,1
2,326.0,2
3,366.0,3
4,388.0,4
5,446.0,5
6,536.0,6
7,543.0,7
8,592.0,8
9,623.0,9
10,661.0,10
11,684.0,11
12,720.0,12
13,756.0,13
14,850.0,14
15,851.0,15
16,907.0,16
17,914.0,17
18,919.0,18
19,993.0,19
20,1000.0,19
