,Generations,Solution_Count
0,0.0,0
1,385.0,1
2,530.0,2
3,683.0,3
4,738.0,4
5,765.0,5
6,784.0,6
7,845.0,7
8,885.0,8
9,899.0,9
10,914.0,10
11,933.0,11
12,958.0,12
13,1000.0,12
