,Evaluation,Solution_Count
0,0.0,0
1,114033000.0,1
2,114557000.0,2
3,126091000.0,3
4,159121000.0,4
5,166199000.0,5
6,171180000.0,6
7,171966000.0,7
8,211288000.0,8
9,215482000.0,9
10,232260000.0,10
11,234881000.0,11
12,235405000.0,12
13,237240000.0,13
14,245629000.0,14
15,248250000.0,15
16,254804000.0,16
17,262144000.0,17
18,262144000.0,17
