,Evaluation,Solution_Count
0,0.0,0
1,3440640.0,1
2,3538940.0,2
3,3932160.0,3
4,5324800.0,4
5,9519100.0,5
6,12795900.0,6
7,17481700.0,7
8,19152900.0,8
9,25608200.0,9
10,41402400.0,10
11,51970000.0,11
12,57212900.0,12
13,60833800.0,13
14,61489200.0,14
15,68616200.0,15
16,76628000.0,16
17,78430200.0,17
18,82280400.0,18
19,82952200.0,19
20,83230700.0,20
21,85852200.0,21
22,103891000.0,22
23,117522000.0,23
24,131023000.0,24
25,136446000.0,25
26,164086000.0,26
27,166560000.0,27
28,168526000.0,28
29,181830000.0,29
30,182239000.0,30
31,182649000.0,31
32,183599000.0,32
33,192037000.0,33
34,198001000.0,34
35,204341000.0,35
36,211190000.0,36
37,220824000.0,37
38,228344000.0,38
39,228753000.0,39
40,243548000.0,40
41,246137000.0,41
42,258081000.0,42
43,259572000.0,43
44,260276000.0,44
45,262144000.0,44
