,Evaluation,Solution_Count
0,0.0,0
1,121635000.0,1
2,137363000.0,2
3,142082000.0,3
4,151519000.0,4
5,186384000.0,5
6,191889000.0,6
7,211550000.0,7
8,213647000.0,8
9,217580000.0,9
10,220201000.0,10
11,236978000.0,11
12,243007000.0,12
13,247988000.0,13
14,252445000.0,14
15,252969000.0,15
16,252969000.0,16
17,253493000.0,17
18,253755000.0,18
19,262144000.0,18
