,Evaluation,Solution_Count
0,0.0,0
1,66846700.0,1
2,68681700.0,2
3,71041000.0,3
4,84934700.0,4
5,86245400.0,5
6,88866800.0,6
7,98041900.0,7
8,102760000.0,8
9,104333000.0,9
10,115081000.0,10
11,121111000.0,11
12,122683000.0,12
13,125043000.0,13
14,139198000.0,14
15,139985000.0,15
16,140509000.0,16
17,157286000.0,17
18,160694000.0,18
19,161219000.0,19
20,163054000.0,20
21,168296000.0,21
22,171966000.0,22
23,172491000.0,23
24,173539000.0,24
25,179044000.0,25
26,181404000.0,26
27,202375000.0,27
28,205521000.0,28
29,209715000.0,29
30,211550000.0,30
31,212599000.0,31
32,217317000.0,32
33,228590000.0,33
34,229900000.0,34
35,240910000.0,35
36,243794000.0,36
37,246153000.0,37
38,250872000.0,38
39,255590000.0,39
40,262144000.0,39
