,Evaluation,Solution_Count
0,0.0,0
1,44302300.0,1
2,47972400.0,2
3,64749600.0,3
4,74973200.0,4
5,79429600.0,5
6,88342500.0,6
7,90701800.0,7
8,95420400.0,8
9,103809000.0,9
10,120324000.0,10
11,121111000.0,11
12,132907000.0,12
13,136315000.0,13
14,139198000.0,14
15,142606000.0,15
16,143393000.0,16
17,148374000.0,17
18,150471000.0,18
19,156762000.0,19
20,159121000.0,20
21,166461000.0,21
22,169607000.0,22
23,185598000.0,23
24,190317000.0,24
25,191889000.0,25
26,205521000.0,26
27,209453000.0,27
28,211288000.0,28
29,212861000.0,29
30,224395000.0,30
31,227279000.0,31
32,235667000.0,32
33,236716000.0,33
34,238027000.0,34
35,238551000.0,35
36,240910000.0,36
37,241172000.0,37
38,242221000.0,38
39,245629000.0,39
40,246415000.0,40
41,250348000.0,41
42,250872000.0,42
43,257950000.0,43
44,258474000.0,44
45,259523000.0,45
46,262144000.0,45
