,Evaluation,Solution_Count
0,0.0,0
1,90439700.0,1
2,92012500.0,2
3,93323300.0,3
4,117178000.0,4
5,117178000.0,5
6,118489000.0,6
7,120848000.0,7
8,130023000.0,8
9,132121000.0,9
10,142082000.0,10
11,147587000.0,11
12,148898000.0,12
13,149684000.0,13
14,150995000.0,14
15,153354000.0,15
16,153354000.0,16
17,163840000.0,17
18,169083000.0,18
19,170656000.0,19
20,179306000.0,20
21,181142000.0,21
22,182190000.0,22
23,184549000.0,23
24,185336000.0,24
25,196608000.0,25
26,201327000.0,26
27,201589000.0,27
28,211812000.0,28
29,216007000.0,29
30,219939000.0,30
31,229114000.0,31
32,241435000.0,32
33,243270000.0,33
34,253231000.0,34
35,254542000.0,35
36,260047000.0,36
37,261620000.0,37
38,262144000.0,37
