,Evaluation,Solution_Count
0,0.0,0
1,5472260.0,1
2,10715100.0,2
3,11010000.0,3
4,11501600.0,4
5,13041700.0,5
6,14696400.0,6
7,20889600.0,7
8,21741600.0,8
9,23314400.0,9
10,25886700.0,10
11,28180500.0,11
12,30277600.0,12
13,32358400.0,13
14,34668500.0,14
15,35766300.0,15
16,37650400.0,16
17,41812000.0,17
18,43139100.0,18
19,43401200.0,19
20,44400600.0,20
21,44892200.0,21
22,45285400.0,22
23,51560400.0,23
24,55345200.0,24
25,59686900.0,25
26,65077200.0,26
27,65994800.0,27
28,67403800.0,28
29,73793500.0,29
30,91078700.0,30
31,92307500.0,31
32,103563000.0,32
33,113132000.0,33
34,118342000.0,34
35,118800000.0,35
36,126370000.0,36
37,127730000.0,37
38,157843000.0,38
39,166216000.0,39
40,177897000.0,40
41,195609000.0,41
42,197542000.0,42
43,206176000.0,43
44,221987000.0,44
45,231309000.0,45
46,239043000.0,46
47,248332000.0,47
48,252838000.0,48
49,262144000.0,48
