,Evaluation,Solution_Count
0,0.0,0
1,45088800.0,1
2,45350900.0,2
3,58720300.0,3
4,64749600.0,4
5,69206000.0,5
6,79953900.0,6
7,84934700.0,7
8,86245400.0,8
9,94896100.0,9
10,95944700.0,10
11,99090400.0,11
12,109314000.0,12
13,114557000.0,13
14,123208000.0,14
15,126091000.0,15
16,130023000.0,16
17,139723000.0,17
18,140247000.0,18
19,152830000.0,19
20,153616000.0,20
21,162529000.0,21
22,168821000.0,22
23,177209000.0,23
24,178520000.0,24
25,184812000.0,25
26,191889000.0,26
27,195297000.0,27
28,198967000.0,28
29,208142000.0,29
30,209453000.0,30
31,211026000.0,31
32,211026000.0,32
33,215482000.0,33
34,216007000.0,34
35,227017000.0,35
36,227541000.0,36
37,228327000.0,37
38,230949000.0,38
39,231997000.0,39
40,240910000.0,40
41,245891000.0,41
42,247202000.0,42
43,254542000.0,43
44,262144000.0,43
