,Evaluation,Solution_Count
0,0.0,0
1,133693000.0,1
2,191103000.0,2
3,212599000.0,3
4,216007000.0,4
5,219677000.0,5
6,237240000.0,6
7,237502000.0,7
8,249823000.0,8
9,252707000.0,9
10,255328000.0,10
11,258474000.0,11
12,259523000.0,12
13,260309000.0,13
14,262144000.0,13
