,Evaluation,Solution_Count
0,0.0,0
1,45875200.0,1
2,69730300.0,2
3,84672500.0,3
4,93847600.0,4
5,94109700.0,5
6,117441000.0,6
7,124518000.0,7
8,133956000.0,8
9,135004000.0,9
10,158335000.0,10
11,160956000.0,11
12,162791000.0,12
13,172229000.0,13
14,173539000.0,14
15,177734000.0,15
16,178258000.0,16
17,178782000.0,17
18,182977000.0,18
19,191889000.0,19
20,198181000.0,20
21,198705000.0,21
22,203948000.0,22
23,211026000.0,23
24,223085000.0,24
25,233570000.0,25
26,234357000.0,26
27,234357000.0,27
28,237765000.0,28
29,241435000.0,29
30,243270000.0,30
31,243270000.0,31
32,244318000.0,32
33,244318000.0,33
34,248513000.0,34
35,249037000.0,35
36,256901000.0,36
37,256901000.0,37
38,257688000.0,38
39,258736000.0,39
40,262144000.0,39
