,Evaluation,Solution_Count
0,0.0,0
1,43778000.0,1
2,58458100.0,2
3,61866000.0,3
4,62914600.0,4
5,70516700.0,5
6,72089600.0,6
7,76808200.0,7
8,78643200.0,8
9,81526800.0,9
10,82837500.0,10
11,85721100.0,11
12,89129000.0,12
13,93847600.0,13
14,95158300.0,14
15,96731100.0,15
16,97255400.0,16
17,100401000.0,17
18,101188000.0,18
19,104071000.0,19
20,121373000.0,20
21,134218000.0,21
22,144966000.0,22
23,148111000.0,23
24,159384000.0,24
25,167772000.0,25
26,169345000.0,26
27,173539000.0,27
28,175636000.0,28
29,175636000.0,29
30,186647000.0,30
31,203162000.0,31
32,204997000.0,32
33,208667000.0,33
34,223085000.0,34
35,227803000.0,35
36,234619000.0,36
37,235143000.0,37
38,235405000.0,38
39,246415000.0,39
40,247988000.0,40
41,248513000.0,41
42,249037000.0,42
43,251396000.0,43
44,257425000.0,44
45,262144000.0,44
