,Evaluation,Solution_Count
0,0.0,0
1,17301500.0,1
2,39845900.0,2
3,46137300.0,3
4,67371000.0,4
5,68943900.0,5
6,70254600.0,6
7,76021800.0,7
8,82051100.0,8
9,86507500.0,9
10,92012500.0,10
11,113508000.0,11
12,121635000.0,12
13,131334000.0,13
14,132383000.0,14
15,133693000.0,15
16,136053000.0,16
17,137888000.0,17
18,141558000.0,18
19,145490000.0,19
20,145752000.0,20
21,147587000.0,21
22,150471000.0,22
23,159908000.0,23
24,163316000.0,24
25,173801000.0,25
26,174064000.0,26
27,184287000.0,27
28,190317000.0,28
29,194249000.0,29
30,196608000.0,30
31,198443000.0,31
32,211550000.0,32
33,224920000.0,33
34,227017000.0,34
35,229376000.0,35
36,241435000.0,36
37,241435000.0,37
38,255590000.0,38
39,256377000.0,39
40,262144000.0,39
