,Evaluation,Solution_Count
0,0.0,0
1,20185100.0,1
2,36241400.0,2
3,42008600.0,3
4,44892200.0,4
5,46334000.0,5
6,53280800.0,6
7,59768800.0,7
8,61931500.0,8
9,70254600.0,9
10,78381100.0,10
11,87818200.0,11
12,92733400.0,12
13,94502900.0,13
14,98172900.0,14
15,99156000.0,15
16,119734000.0,16
17,119865000.0,17
18,121766000.0,18
19,126288000.0,19
20,127926000.0,20
21,137101000.0,21
22,138609000.0,22
23,149684000.0,23
24,154534000.0,24
25,157417000.0,25
26,160432000.0,26
27,162726000.0,27
28,178389000.0,28
29,185008000.0,29
30,196280000.0,30
31,206569000.0,31
32,219218000.0,32
33,224723000.0,33
34,232980000.0,34
35,236782000.0,35
36,244580000.0,36
37,244908000.0,37
38,249627000.0,38
39,255590000.0,39
40,256246000.0,40
41,257163000.0,41
42,258933000.0,42
43,262144000.0,42
