,Evaluation,Solution_Count
0,0.0,0
1,29622300.0,1
2,65273900.0,2
3,72876000.0,3
4,74186800.0,4
5,79953900.0,5
6,84148200.0,6
7,84672500.0,7
8,97779700.0,8
9,98566100.0,9
10,99352600.0,10
11,110363000.0,11
12,120324000.0,12
13,125829000.0,13
14,141296000.0,14
15,141558000.0,15
16,142868000.0,16
17,147849000.0,17
18,160170000.0,18
19,163054000.0,19
20,166461000.0,20
21,169345000.0,21
22,172753000.0,22
23,179044000.0,23
24,182714000.0,24
25,184287000.0,25
26,191627000.0,26
27,192414000.0,27
28,197394000.0,28
29,201064000.0,29
30,203424000.0,30
31,206307000.0,31
32,208667000.0,32
33,209977000.0,33
34,210764000.0,34
35,212074000.0,35
36,220725000.0,36
37,223609000.0,37
38,228852000.0,38
39,229114000.0,39
40,229376000.0,40
41,240910000.0,41
42,245367000.0,42
43,253231000.0,43
44,259785000.0,44
45,260833000.0,45
46,262144000.0,45
