,Evaluation,Solution_Count
0,0.0,0
1,46563300.0,1
2,53313500.0,2
3,63799300.0,3
4,68681700.0,4
5,71827500.0,5
6,72712200.0,6
7,116261000.0,7
8,121537000.0,8
9,143065000.0,9
10,148079000.0,10
11,152830000.0,11
12,168165000.0,12
13,168722000.0,13
14,173408000.0,14
15,175735000.0,15
16,187138000.0,16
17,196837000.0,17
18,199459000.0,18
19,212107000.0,19
20,216400000.0,20
21,234488000.0,21
22,238420000.0,22
23,248054000.0,23
24,256180000.0,24
25,262144000.0,24
