,Evaluation,Solution_Count
0,0.0,0
1,24641500.0,1
2,27000800.0,2
3,31064100.0,3
4,41812000.0,4
5,54526000.0,5
6,68681700.0,6
7,84803600.0,7
8,93454300.0,8
9,105775000.0,9
10,111280000.0,10
11,117178000.0,11
12,123077000.0,12
13,127402000.0,13
14,133825000.0,14
15,134349000.0,15
16,135922000.0,16
17,138412000.0,17
18,158466000.0,18
19,163447000.0,19
20,169214000.0,20
21,182452000.0,21
22,187564000.0,22
23,192545000.0,23
24,204866000.0,24
25,209191000.0,25
26,213385000.0,26
27,231342000.0,27
28,239469000.0,28
29,243139000.0,29
30,262144000.0,29
