,Evaluation,Solution_Count
0,0.0,0
1,50593800.0,1
2,69468200.0,2
3,89915400.0,3
4,96993300.0,4
5,125829000.0,5
6,133169000.0,6
7,143393000.0,7
8,147063000.0,8
9,158597000.0,9
10,159908000.0,10
11,160694000.0,11
12,170394000.0,12
13,170656000.0,13
14,171704000.0,14
15,177734000.0,15
16,180617000.0,16
17,187171000.0,17
18,190054000.0,18
19,196346000.0,19
20,197919000.0,20
21,198967000.0,21
22,212861000.0,22
23,216793000.0,23
24,224395000.0,24
25,231735000.0,25
26,233046000.0,26
27,243007000.0,27
28,243270000.0,28
29,246153000.0,29
30,248250000.0,30
31,250348000.0,31
32,250610000.0,32
33,253231000.0,33
34,255590000.0,34
35,255853000.0,35
36,257163000.0,36
37,257688000.0,37
38,261620000.0,38
39,262144000.0,38
