,Evaluation,Solution_Count
0,0.0,0
1,112198000.0,1
2,130548000.0,2
3,143393000.0,3
4,176161000.0,4
5,185336000.0,5
6,200540000.0,6
7,208142000.0,7
8,210764000.0,8
9,217055000.0,9
10,221250000.0,10
11,231473000.0,11
12,232522000.0,12
13,237502000.0,13
14,252707000.0,14
15,261882000.0,15
16,262144000.0,15
