,Evaluation,Solution_Count
0,0.0,0
1,149946000.0,1
2,185336000.0,2
3,214172000.0,3
4,217580000.0,4
5,234619000.0,5
6,253493000.0,6
7,254804000.0,7
8,258212000.0,8
9,259523000.0,9
10,262144000.0,10
11,262144000.0,10
