,problem,dims,count
0,for-loop-index,CN128_CS4,34
1,for-loop-index,CN16_CS32,32
2,for-loop-index,CN1_CS512,1
3,for-loop-index,CN256_CS2,37
4,for-loop-index,CN2_CS256,24
5,for-loop-index,CN32_CS16,30
6,for-loop-index,CN4_CS128,19
7,for-loop-index,CN64_CS8,26
8,for-loop-index,CN8_CS64,31
